seed,generator,n_real,n_synth,n_real_efectivo,n_train,tasa_positivos_train,epocas,segundos,val_pr_auc,val_roc_auc,val_f1,val_precision,val_recall,val_threshold,val_base_rate,val_lift,test_pr_auc,test_roc_auc,test_f1,test_precision,test_recall,test_threshold,test_base_rate,test_lift
0,student_t,500,500,500,1000,0.525,100,29.6,0.7274533837290403,0.8701404091492414,0.7203065134099617,0.8952380952380953,0.6025641025641025,0.750842011535869,0.1327659574468085,5.479216191548862,0.500918686893528,0.8386313064801779,0.4036144578313253,0.44966442953020136,0.366120218579235,0.750842011535869,0.07790549169859515,6.4298251120923355
0,student_t,500,1000,500,1500,0.6833333333333333,100,34.4,0.7229220380047919,0.8653342895246722,0.685823754789272,0.8523809523809524,0.5737179487179487,0.7954293530688566,0.1327659574468085,5.44508586317712,0.5016553187457395,0.8344837503595053,0.3987538940809969,0.463768115942029,0.34972677595628415,0.7954293530688566,0.07790549169859515,6.43928056685105
0,student_t,500,2000,500,2500,0.81,100,47.8,0.719313014391048,0.8518485317430362,0.7126436781609196,0.8857142857142857,0.5961538461538461,0.927059560165686,0.1327659574468085,5.417902512240266,0.4990580069794644,0.8093776647543506,0.41975308641975306,0.48226950354609927,0.37158469945355194,0.927059560165686,0.07790549169859515,6.405941302703617
0,vae,500,250,500,750,0.36666666666666664,100,26.7,0.6845686739678423,0.8352913238217458,0.6860254083484574,0.7907949790794979,0.6057692307692307,0.22382091773783458,0.1327659574468085,5.156206358411633,0.44085406053509735,0.7774195338792768,0.3422459893048128,0.33507853403141363,0.34972677595628415,0.22382091773783458,0.07790549169859515,5.6588316294914955
0,vae,500,500,500,1000,0.525,100,29.9,0.6926211869181617,0.8041459072494402,0.6590038314176245,0.819047619047619,0.5512820512820513,0.15717929258066088,0.1327659574468085,5.216858298902821,0.5162440066086765,0.7669169328267462,0.4067796610169492,0.3652173913043478,0.45901639344262296,0.15717929258066088,0.07790549169859515,6.626541920894979
0,vae,500,1000,500,1500,0.6833333333333333,100,34.1,0.6773568427795909,0.8401886590674619,0.6903225806451613,0.6948051948051948,0.6858974358974359,0.6874980663932672,0.1327659574468085,5.101886476064227,0.44046105386515677,0.7543809192235694,0.25448028673835127,0.18933333333333333,0.3879781420765027,0.6874980663932672,0.07790549169859515,5.653786970105209
0,vae,500,2000,500,2500,0.81,100,43.6,0.682594652583283,0.8430690282076444,0.7186932849364791,0.8284518828451883,0.6346153846153846,0.5799542882011717,0.1327659574468085,5.141337928111267,0.4421813228673512,0.6754713934678515,0.4437299035369775,0.5390625,0.3770491803278688,0.5799542882011717,0.07790549169859515,5.6758684558219015
0,gan,500,250,500,750,0.36666666666666664,100,27.0,0.624779097115709,0.7885448906670693,0.6265060240963856,0.6765799256505576,0.5833333333333334,0.12417731575955872,0.1327659574468085,4.705868199429219,0.45639788119791674,0.791797223862071,0.3780821917808219,0.3791208791208791,0.3770491803278688,0.12417731575955872,0.07790549169859515,5.858353130786374
0,gan,500,500,500,1000,0.525,100,29.5,0.6319702785225529,0.782164515236154,0.6471600688468159,0.6988847583643123,0.6025641025641025,0.11953285121266591,0.1327659574468085,4.760032546564101,0.4552958029383053,0.7792460731927604,0.3802469135802469,0.34684684684684686,0.4207650273224044,0.11953285121266591,0.07790549169859515,5.844206781978574
0,gan,500,1000,500,1500,0.6833333333333333,100,34.4,0.6492308606002728,0.8009313429455726,0.65,0.6770833333333334,0.625,0.16408952003016192,0.1327659574468085,4.890040135931542,0.46605113844235213,0.7919965285661666,0.3842364532019704,0.34977578475336324,0.4262295081967213,0.16408952003016192,0.07790549169859515,5.982262973776422
0,gan,500,2000,500,2500,0.81,100,44.9,0.6416897962896477,0.7994089856822928,0.64,0.6666666666666666,0.6153846153846154,0.08444588496467147,0.1327659574468085,4.833240452822667,0.461096684519408,0.8115763236102912,0.3641025641025641,0.34299516908212563,0.3879781420765027,0.08444588496467147,0.07790549169859515,5.918667278339286
0,autoregresivo,500,250,500,750,0.36666666666666664,100,29.8,0.36765675084521815,0.6201152462192697,0.37433155080213903,0.42168674698795183,0.33653846153846156,0.45414722462812396,0.1327659574468085,2.7692095015585343,0.28204644705765913,0.67834239034457,0.2620232172470978,0.1880952380952381,0.43169398907103823,0.45414722462812396,0.07790549169859515,3.6203666892811
0,autoregresivo,500,500,500,1000,0.525,100,32.0,0.664061187886955,0.8440826224805617,0.6215139442231076,0.8210526315789474,0.5,0.5275952835042937,0.1327659574468085,5.001742921584437,0.45405758158545406,0.7704590063020652,0.3806970509383378,0.3736842105263158,0.3879781420765027,0.5275952835042937,0.07790549169859515,5.828312891498533
0,autoregresivo,500,1000,500,1500,0.6833333333333333,100,36.1,0.6863576715980929,0.8394526433657934,0.6896551724137931,0.7949790794979079,0.6089743589743589,0.7665242543090292,0.1327659574468085,5.169681180306149,0.44920023028426376,0.7529756949174777,0.31746031746031744,0.2713178294573643,0.3825136612021858,0.7665242543090292,0.07790549169859515,5.765963611681615
0,autoregresivo,500,2000,500,2500,0.81,100,45.4,0.6871014461395399,0.8462765154374576,0.6934865900383141,0.861904761904762,0.5801282051282052,0.8894396765652826,0.1327659574468085,5.175283328294612,0.4637381586646786,0.7564067632411486,0.375366568914956,0.4050632911392405,0.34972677595628415,0.8894396765652826,0.07790549169859515,5.952573413679399
0,factor_mercado,500,250,500,750,0.36666666666666664,100,28.0,0.731306720870009,0.8716816386099997,0.685823754789272,0.8523809523809524,0.5737179487179487,0.6504451712650413,0.1327659574468085,5.508239724501671,0.5218854643980931,0.8019113068838332,0.4897959183673469,0.6486486486486487,0.39344262295081966,0.6504451712650413,0.07790549169859515,6.698956043011589
0,factor_mercado,500,500,500,1000,0.525,100,32.4,0.7087650904327969,0.8808236456052942,0.7094474153297683,0.7991967871485943,0.6378205128205128,0.41183409414121086,0.1327659574468085,5.338455008067541,0.4334457744166384,0.6882243716856131,0.4049079754601227,0.46153846153846156,0.36065573770491804,0.41183409414121086,0.07790549169859515,5.563738383085703
0,factor_mercado,500,1000,500,1500,0.6833333333333333,100,38.9,0.703931685058405,0.8870506844316952,0.7078039927404719,0.8158995815899581,0.625,0.7094026580853622,0.1327659574468085,5.302049550920679,0.4564214851432871,0.767388704721251,0.37222222222222223,0.3785310734463277,0.366120218579235,0.7094026580853622,0.07790549169859515,5.858656112576948
0,factor_mercado,500,2000,500,2500,0.81,100,46.6,0.6908187132326443,0.859638031252359,0.7005444646098004,0.8075313807531381,0.6185897435897436,0.792737204039297,0.1327659574468085,5.203281974668956,0.45687242926954463,0.7761429746353229,0.4161490683229814,0.48201438848920863,0.366120218579235,0.792737204039297,0.07790549169859515,5.864444460951696
0,sin_sinteticos,1000,0,1000,1000,0.05,100,29.5,0.7296023640667394,0.8745140409149241,0.6819923371647509,0.8476190476190476,0.5705128205128205,0.2016517100807499,0.1327659574468085,5.495402421656531,0.4847208784883487,0.8067564294688403,0.42073170731707316,0.47586206896551725,0.3770491803278688,0.2016517100807499,0.07790549169859515,6.221908981252082
0,ruido,1000,250,1000,1250,0.24,100,32.9,0.7237208635607346,0.8694641554062554,0.7011494252873564,0.8714285714285714,0.5865384615384616,0.6070822769263216,0.1327659574468085,5.4511026582298925,0.4850900531188335,0.8026101347703455,0.39009287925696595,0.45,0.3442622950819672,0.6070822769263216,0.07790549169859515,6.226647731017158
0,ruido,1000,500,1000,1500,0.36666666666666664,100,33.3,0.7367400695658909,0.8682107269570469,0.7164750957854407,0.8904761904761904,0.5993589743589743,0.7235078654078878,0.1327659574468085,5.54916398551232,0.5035074202541288,0.8144876859967002,0.3952802359882006,0.42948717948717946,0.366120218579235,0.7235078654078878,0.07790549169859515,6.463054263262014
0,ruido,1000,1000,1000,2000,0.525,100,37.9,0.7453042702227591,0.8678427191062127,0.7088122605363985,0.8809523809523809,0.592948717948718,0.9286626695394519,0.1327659574468085,5.613669984049628,0.5168714551163601,0.830669209693777,0.4166666666666667,0.45751633986928103,0.3825136612021858,0.9286626695394519,0.07790549169859515,6.63459589108377
0,ruido,1000,2000,1000,3000,0.6833333333333333,100,50.1,0.7411639745308101,0.8505487091416924,0.6987951807228916,0.7546468401486989,0.6506410256410257,0.9089800559091972,0.1327659574468085,5.582485064575012,0.5191905435611806,0.8361816246108513,0.42786069651741293,0.3926940639269406,0.46994535519125685,0.9089800559091972,0.07790549169859515,6.664363862432858
0,gaussiano,1000,250,1000,1250,0.24,100,33.1,0.7158113127421556,0.8772976900430286,0.6580406654343808,0.777292576419214,0.5705128205128205,0.23553976385733616,0.1327659574468085,5.391527515846365,0.4867662341414144,0.8101004596622416,0.3850267379679144,0.3769633507853403,0.39344262295081966,0.23553976385733616,0.07790549169859515,6.248163300536516
0,gaussiano,1000,500,1000,1500,0.36666666666666664,100,34.6,0.7356526239069024,0.8775980725195642,0.7150635208711433,0.8242677824267782,0.6314102564102564,0.0264108791563879,0.1327659574468085,5.540973289042375,0.48921401994708374,0.8030617239100051,0.4124293785310734,0.4269005847953216,0.3989071038251366,0.0264108791563879,0.07790549169859515,6.279583239648632
0,gaussiano,1000,1000,1000,2000,0.525,100,37.9,0.7254795533125974,0.8911577464079917,0.7024029574861368,0.8296943231441049,0.6089743589743589,0.04363176447804226,0.1327659574468085,5.464349199630141,0.4814593798822705,0.7986770204199021,0.4416403785488959,0.5223880597014925,0.3825136612021858,0.04363176447804226,0.07790549169859515,6.180044171275702
0,gaussiano,1000,2000,1000,3000,0.6833333333333333,100,50.0,0.724850689116992,0.8978856848091391,0.6919104991394148,0.7472118959107806,0.6442307692307693,0.03487847966206178,0.1327659574468085,5.459612562259395,0.4773648391533005,0.7855304784826606,0.36683417085427134,0.3395348837209302,0.3989071038251366,0.03487847966206178,0.07790549169859515,6.127486377984169
0,student_t,1000,250,1000,1250,0.24,100,31.8,0.6799777549475788,0.843810548300244,0.6590038314176245,0.819047619047619,0.5512820512820513,0.31415976835699644,0.1327659574468085,5.121627320919265,0.37367070020336485,0.7429574799812301,0.30128205128205127,0.3643410852713178,0.2568306010928962,0.31415976835699644,0.07790549169859515,4.796461610807126
0,student_t,1000,500,1000,1500,0.36666666666666664,100,34.2,0.7183912817315803,0.8638504629979115,0.7030075187969925,0.85,0.5993589743589743,0.42700854682471584,0.1327659574468085,5.4109599745808135,0.4627116192143603,0.7791830020838696,0.3853211009174312,0.4375,0.3442622950819672,0.42700854682471584,0.07790549169859515,5.939396685981051
0,student_t,1000,1000,1000,2000,0.525,100,39.3,0.733558000907821,0.869121310485393,0.7164750957854407,0.8904761904761904,0.5993589743589743,0.8019887825671369,0.1327659574468085,5.525196481196729,0.5022335305898038,0.8160720322520422,0.41009463722397477,0.48507462686567165,0.3551912568306011,0.8019887825671369,0.07790549169859515,6.44670253199699
0,student_t,1000,2000,1000,3000,0.6833333333333333,100,51.6,0.7315642435356421,0.8626104023552502,0.7049808429118773,0.8761904761904762,0.5897435897435898,0.9055491350889205,0.1327659574468085,5.51017939842551,0.5088174615755796,0.82764684215572,0.4012158054711246,0.4520547945205479,0.36065573770491804,0.9055491350889205,0.07790549169859515,6.531214301863588
0,vae,1000,250,1000,1250,0.24,100,34.5,0.6724569591229805,0.8424682632545732,0.6580406654343808,0.777292576419214,0.5705128205128205,0.07516726250558335,0.1327659574468085,5.064980301086552,0.41644932381671396,0.7704943261230441,0.291970802919708,0.2631578947368421,0.32786885245901637,0.07516726250558335,0.07790549169859515,5.345570828663722
0,vae,1000,500,1000,1500,0.36666666666666664,100,34.8,0.7117071776425177,0.8501531793362018,0.7041742286751361,0.8117154811715481,0.6217948717948718,0.431482785553241,0.1327659574468085,5.3606149598074255,0.47133468175073756,0.7859089051360065,0.40625,0.4744525547445255,0.3551912568306011,0.431482785553241,0.07790549169859515,6.0500828821447135
0,vae,1000,1000,1000,2000,0.525,100,40.9,0.7093342055373344,0.8579568329936338,0.7110332749562172,0.7837837837837838,0.6506410256410257,0.03572336683848077,0.1327659574468085,5.3427416122203075,0.5225528631867272,0.8012831186392787,0.3588709677419355,0.28434504792332266,0.48633879781420764,0.03572336683848077,0.07790549169859515,6.707522817626351
0,vae,1000,2000,1000,3000,0.6833333333333333,100,50.2,0.6783642777023318,0.8412533655418837,0.6885245901639344,0.7046979865771812,0.6730769230769231,0.6627297788237323,0.1327659574468085,5.109474527565641,0.44135617396459353,0.7538208477766173,0.25585585585585585,0.19086021505376344,0.3879781420765027,0.6627297788237323,0.07790549169859515,5.6652767903979795
0,gan,1000,250,1000,1250,0.24,100,33.2,0.6521600031766442,0.8247795098261241,0.6173752310536045,0.7292576419213974,0.5352564102564102,0.08418058370642294,0.1327659574468085,4.912102588029212,0.546948458826539,0.8251921145976819,0.5219638242894057,0.4950980392156863,0.5519125683060109,0.08418058370642294,0.07790549169859515,7.020666282970164
0,gan,1000,500,1000,1500,0.36666666666666664,100,34.9,0.6577087355092711,0.8123616038851563,0.6299483648881239,0.6802973977695167,0.5865384615384616,0.01834936434005489,0.1327659574468085,4.953895924508934,0.5203189572441754,0.8118235623571439,0.46475195822454307,0.445,0.48633879781420764,0.01834936434005489,0.07790549169859515,6.678848254462121
0,gan,1000,1000,1000,2000,0.525,100,40.0,0.6680100047254193,0.8116303062328577,0.6524064171122995,0.7349397590361446,0.5865384615384616,0.06807573852005631,0.1327659574468085,5.031485612515178,0.5417602741343271,0.8244302156022787,0.47701149425287354,0.503030303030303,0.453551912568306,0.06807573852005631,0.07790549169859515,6.954070404052101
0,gan,1000,2000,1000,3000,0.6833333333333333,100,49.8,0.6818970755963092,0.8141324450819053,0.6896551724137931,0.7949790794979079,0.6089743589743589,0.04904233539570905,0.1327659574468085,5.136083742472201,0.5324532458438902,0.8012932100167012,0.4827586206896552,0.509090909090909,0.45901639344262296,0.04904233539570905,0.07790549169859515,6.8346047786191155
0,autoregresivo,1000,250,1000,1250,0.24,100,29.4,0.5663481792522548,0.7863163986814625,0.5408348457350273,0.6234309623430963,0.4775641025641026,0.18616933528615645,0.1327659574468085,4.265763529624356,0.43150884542290835,0.7840647059120336,0.35451505016722407,0.25542168674698795,0.5792349726775956,0.18616933528615645,0.07790549169859515,5.538875835510447
0,autoregresivo,1000,500,1000,1500,0.36666666666666664,100,33.6,0.444754617319408,0.6978356734858207,0.4323308270676692,0.5227272727272727,0.3685897435897436,0.3455198567817692,0.1327659574468085,3.349914585578875,0.33152216217009867,0.7331133413055215,0.2867383512544803,0.21333333333333335,0.4371584699453552,0.3455198567817692,0.07790549169859515,4.2554402127735615
0,autoregresivo,1000,1000,1000,2000,0.525,100,39.6,0.6417053622144344,0.8370543016028786,0.5772357723577236,0.5,0.6826923076923077,0.5114849828311375,0.1327659574468085,4.833357696166414,0.4609301138186441,0.7681152838956753,0.2931785195936139,0.19960474308300397,0.5519125683060109,0.5114849828311375,0.07790549169859515,5.916529165901612
