,std,vol_cartera,corr_media,kurtosis,max_abs,arch_lb_p,hill_index,adf_p,segundos_ajuste
REAL,0.02619069814682007,0.014704068191349506,0.4004401302631571,47.294837951660156,0.5483402609825134,0.0,3.0893620108565454,0.0,
ruido,0.026095759123563766,0.014563841745257378,0.36034037928769697,46.64163589477539,0.5606629848480225,0.0,2.9348947885164995,0.0,28.3
gaussiano,0.026468921452760696,0.0121845668181777,0.19190530989308668,3.4173898696899414,0.16041289269924164,1.0579314870364028e-17,5.793764229431422,0.0,29.2
student_t,0.025910861790180206,0.010771050117909908,0.1923739528180742,9.607760429382324,0.6243752241134644,0.0,3.299667923193877,0.0,30.1
vae,0.02275230921804905,0.005844315513968468,0.028612113564278178,4.094311714172363,0.1933228224515915,3.3620758057667326e-38,5.518321862331533,0.0,591.9
gan,0.0230708010494709,0.007845758460462093,0.08415568179413406,3.529099464416504,0.14015325903892517,0.0,7.327695138263315,0.0,274.6
autoregresivo,0.020783742889761925,0.007783948909491301,0.14086532160199766,54.99753189086914,0.8824078440666199,0.0,3.3932707031445144,0.0,1586.4
factor_mercado,0.04016449302434921,0.028251605108380318,0.5497127145250734,18.032203674316406,0.6623573899269104,0.0,2.009412028482333,0.0,838.3
